"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures.por","schoolsup","famsup","paid.por","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences.por","G1.por","G2.por","G3.por","id.por","failures.mat","paid.mat","absences.mat","G1.mat","G2.mat","G3.mat","id.mat","id","failures","paid","absences","G1","G2","G3","alc_use","high_use"
"MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,0,"no","no","no","no","yes","no","yes","yes",4,3,3,2,3,3,0,9,10,9,1580,1,"no",7,8,7,8,2353,1966,0,"no",4,8,8,8,2.5,TRUE
"MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,1,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,4,8,9,10,1581,1,"no",4,8,8,8,2354,1968,1,"no",4,8,8,9,3,TRUE
"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,1,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,10,11,11,1613,0,"yes",4,13,11,11,2355,1984,0,"yes",4,12,11,11,2,FALSE
"MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,4,1,1,5,0,10,10,10,1614,0,"no",0,10,9,9,2356,1985,0,"no",0,10,10,10,1,FALSE
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,2,12,12,12,1615,0,"yes",4,12,13,13,2357,1986,0,"yes",3,12,12,12,1.5,FALSE
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,0,15,14,15,1616,0,"no",2,12,12,11,2358,1987,0,"no",1,14,13,13,1.5,FALSE
"MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,0,"no","no","no","no","no","yes","yes","yes",3,3,2,1,2,3,2,14,13,14,1617,0,"no",4,10,10,10,2359,1988,0,"no",3,12,12,12,1.5,FALSE
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,19,17,18,1618,0,"no",0,18,16,16,2360,1989,0,"no",0,18,16,17,1,FALSE
"MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,6,13,12,13,1620,0,"no",0,11,11,10,2363,1992,0,"no",3,12,12,12,2,FALSE
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",2,3,4,1,1,1,4,15,14,15,1621,0,"yes",0,16,15,15,2364,1992,0,"no",2,16,14,15,1,FALSE
"MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,13,13,13,1622,0,"no",0,12,11,12,2365,1994,0,"no",0,12,12,12,1.5,FALSE
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","no","no",3,3,4,2,4,3,0,8,10,9,1623,0,"yes",4,10,10,10,2366,1994,0,"yes",2,9,10,10,3,TRUE
"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,0,"no","no","no","no","yes","yes","yes","yes",4,2,2,2,2,5,0,15,16,16,1624,0,"yes",0,13,13,13,2367,1996,0,"no",0,14,14,14,2,FALSE
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","no","no","yes","yes","yes","yes",5,2,1,1,2,1,0,8,8,9,1625,1,"yes",0,7,6,0,2368,1996,1,"no",0,8,7,4,1.5,FALSE
"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,0,"no","yes","no","no","yes","yes","yes","yes",5,2,3,1,2,4,0,10,10,10,1626,0,"yes",0,11,10,10,2369,1998,0,"no",0,10,10,10,1.5,FALSE
"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,0,"no","yes","no","no","no","yes","yes","yes",3,2,2,4,2,5,0,7,5,0,1627,0,"yes",10,14,12,11,2370,1998,0,"no",5,10,8,6,3,TRUE
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,2,3,3,3,9,10,10,1628,0,"yes",3,14,12,12,2372,2000,0,"no",3,12,11,11,2.5,TRUE
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,10,11,12,1629,0,"no",8,13,11,11,2373,2001,0,"no",8,12,11,12,1,FALSE
"MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,4,7,8,9,1630,0,"no",14,6,5,5,2374,2002,0,"no",9,6,6,7,2,FALSE
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,15,17,17,1631,0,"no",0,19,18,19,2375,2003,0,"no",0,17,18,18,1,FALSE
"MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,0,"no","no","no","no","yes","yes","yes","no",4,3,2,1,2,4,4,10,11,12,1632,0,"no",2,8,8,10,2376,2004,0,"no",3,9,10,11,1.5,FALSE
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,1,13,14,14,1634,0,"yes",4,8,9,10,2378,2006,0,"no",2,10,12,12,3.5,TRUE
"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,1,16,16,16,1635,0,"yes",0,15,15,15,2379,2007,0,"no",0,16,16,16,1.5,FALSE
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9,1636,0,"yes",17,10,10,10,2380,2008,0,"no",14,9,10,10,2.5,TRUE
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","no","yes","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19,1637,0,"yes",4,15,14,14,2381,2009,0,"no",4,16,16,16,2.5,TRUE
"MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0,1638,0,"no",5,7,6,7,2382,2010,0,"no",2,7,6,4,2,FALSE
"MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,4,14,15,16,1639,0,"no",2,11,11,10,2383,2011,0,"no",3,12,13,13,1,FALSE
"MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,5,8,0,1640,1,"no",0,6,5,0,2384,2012,1,"no",0,6,6,0,2,FALSE
"MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,0,7,7,0,1641,1,"yes",14,6,5,5,2385,2013,1,"yes",7,6,6,2,3.5,TRUE
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,0,"no","no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,14,17,15,1642,0,"yes",2,10,9,10,2386,2014,0,"no",1,12,13,12,2,FALSE
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,2,2,5,4,7,9,10,1644,0,"yes",7,6,5,6,2387,2016,0,"no",6,6,7,8,2,FALSE
"MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10,1645,1,"no",0,7,5,0,2388,2016,1,"no",2,8,8,5,1.5,FALSE
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,4,1,1,1,4,15,15,16,1646,0,"yes",0,7,9,8,2389,2018,0,"no",2,11,12,12,1,FALSE
"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,6,11,12,9,1647,1,"no",0,6,5,0,2390,2018,0,"no",3,8,8,4,1,FALSE
"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,6,10,10,10,1648,0,"no",3,14,16,16,2392,2020,0,"no",4,12,13,13,3.5,TRUE
"MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,4,10,11,11,1649,0,"no",0,11,12,10,2394,2022,0,"no",2,10,12,10,3.5,TRUE
